Customer ID,Totalexpenses,Frequency,LastInvoiceDate,Recency,Cluster,Cluster_Label
13995.0,3798.36,14,2011-11-24 14:22:00,14,1,Loyal High-Value
13996.0,626.64,2,2010-11-18 16:27:00,385,3,Lost or Dormant
13997.0,333.46,3,2010-07-08 18:06:00,518,3,Lost or Dormant
13998.0,515.2,3,2010-09-19 10:20:00,446,3,Lost or Dormant
14000.0,1496.74,5,2011-05-12 16:50:00,210,2,Mid-Tier Customer
14001.0,3937.31,9,2011-10-25 10:31:00,45,1,Loyal High-Value
14002.0,432.63,2,2011-07-28 15:55:00,133,0,Occasional Shopper
14003.0,193.51,1,2009-12-07 08:53:00,732,3,Lost or Dormant
14005.0,2758.5,5,2011-11-30 12:41:00,9,2,Mid-Tier Customer
14006.0,2046.6100000000001,7,2011-08-16 09:39:00,115,2,Mid-Tier Customer
14007.0,66.88,1,2010-07-15 09:06:00,512,3,Lost or Dormant
14008.0,479.04,1,2010-10-03 13:09:00,431,3,Lost or Dormant
14009.0,1041.41,3,2011-05-25 15:47:00,197,0,Occasional Shopper
14010.0,417.84999999999997,2,2010-05-23 13:00:00,564,3,Lost or Dormant
14011.0,447.32,2,2010-08-16 15:31:00,479,3,Lost or Dormant
14012.0,263.4,1,2011-03-07 12:26:00,277,0,Occasional Shopper
14013.0,1036.97,5,2011-08-21 15:01:00,109,2,Mid-Tier Customer
14014.0,1813.1799999999998,3,2011-09-23 13:18:00,76,2,Mid-Tier Customer
14015.0,917.34,1,2011-10-18 10:02:00,52,0,Occasional Shopper
14017.0,212.05,1,2010-05-17 14:52:00,570,3,Lost or Dormant
14018.0,289.05,1,2010-03-04 14:23:00,644,3,Lost or Dormant
14019.0,1421.61,3,2011-10-24 10:13:00,46,0,Occasional Shopper
14020.0,1122.43,4,2011-11-23 09:22:00,16,0,Occasional Shopper
14021.0,1669.28,7,2011-07-07 15:46:00,154,2,Mid-Tier Customer
14022.0,725.25,2,2011-04-28 14:39:00,224,0,Occasional Shopper
14023.0,584.07,2,2011-12-02 13:58:00,6,0,Occasional Shopper
14024.0,604.14,3,2011-08-10 11:30:00,121,0,Occasional Shopper
14025.0,3680.62,8,2010-09-01 10:11:00,464,1,Loyal High-Value
14026.0,627.91,2,2010-08-26 10:31:00,470,3,Lost or Dormant
14027.0,104.82,1,2011-10-10 09:01:00,60,0,Occasional Shopper
14029.0,432.26,2,2011-10-07 14:46:00,62,0,Occasional Shopper
14033.0,109.44,1,2010-06-02 15:10:00,554,3,Lost or Dormant
14034.0,646.77,3,2011-11-17 14:02:00,21,0,Occasional Shopper
14035.0,2300.66,9,2011-11-11 10:03:00,28,1,Loyal High-Value
14036.0,568.9,1,2011-02-28 09:26:00,284,0,Occasional Shopper
14037.0,587.58,6,2011-06-16 13:57:00,175,2,Mid-Tier Customer
14038.0,2492.78,5,2011-09-22 13:37:00,77,2,Mid-Tier Customer
14039.0,260.32,2,2011-11-06 13:48:00,32,0,Occasional Shopper
14041.0,87.0,1,2011-03-18 13:25:00,265,0,Occasional Shopper
14042.0,364.18,1,2009-12-14 15:07:00,724,3,Lost or Dormant
14043.0,177.09,2,2010-08-05 18:18:00,490,3,Lost or Dormant
14044.0,2684.7,10,2011-11-13 12:05:00,26,1,Loyal High-Value
14046.0,81.6,1,2011-02-28 14:48:00,283,3,Lost or Dormant
14047.0,3608.71,14,2011-12-01 11:43:00,8,1,Loyal High-Value
14048.0,587.09,2,2011-02-07 14:53:00,304,3,Lost or Dormant
14050.0,705.98,2,2011-11-08 10:00:00,31,0,Occasional Shopper
14052.0,440.21,2,2011-11-20 12:30:00,19,0,Occasional Shopper
14053.0,572.3,4,2011-08-07 14:27:00,123,0,Occasional Shopper
14054.0,92.46,1,2011-10-05 15:49:00,64,0,Occasional Shopper
14055.0,1343.46,3,2011-08-25 15:04:00,105,0,Occasional Shopper
14058.0,434.69,2,2010-09-03 09:31:00,462,3,Lost or Dormant
14059.0,183.6,1,2011-03-18 10:06:00,266,0,Occasional Shopper
14061.0,754.38,3,2010-07-20 17:22:00,506,3,Lost or Dormant
14064.0,3063.33,15,2011-11-10 13:14:00,28,1,Loyal High-Value
14065.0,760.8,3,2010-11-15 16:13:00,388,3,Lost or Dormant
14066.0,152.55,1,2011-03-18 12:21:00,266,0,Occasional Shopper
14067.0,343.42,2,2011-10-07 10:21:00,63,0,Occasional Shopper
14068.0,1234.44,4,2011-01-23 16:02:00,319,2,Mid-Tier Customer
14069.0,127.44,2,2010-07-13 12:12:00,514,3,Lost or Dormant
14070.0,310.3,1,2010-01-24 12:27:00,684,3,Lost or Dormant
14071.0,1372.77,8,2011-12-06 12:27:00,3,2,Mid-Tier Customer
14072.0,361.75,1,2010-02-11 12:31:00,666,3,Lost or Dormant
14073.0,125.53999999999999,1,2011-11-07 15:49:00,31,0,Occasional Shopper
14074.0,219.39999999999998,1,2010-03-26 13:55:00,622,3,Lost or Dormant
14075.0,1642.92,5,2011-12-05 08:38:00,4,2,Mid-Tier Customer
14076.0,103.87,1,2011-08-02 15:19:00,128,0,Occasional Shopper
14077.0,557.42,6,2011-10-30 12:35:00,40,2,Mid-Tier Customer
14078.0,1598.4499999999998,9,2011-08-30 12:16:00,101,2,Mid-Tier Customer
14079.0,375.1,1,2011-08-07 12:10:00,124,0,Occasional Shopper
14080.0,903.94,5,2011-11-07 11:09:00,32,2,Mid-Tier Customer
14081.0,4644.67,10,2011-02-10 16:17:00,301,1,Loyal High-Value
14082.0,411.71,2,2010-12-10 11:02:00,364,3,Lost or Dormant
14083.0,1251.85,11,2011-12-05 13:14:00,3,2,Mid-Tier Customer
14084.0,120.5,1,2010-07-15 14:36:00,511,3,Lost or Dormant
14087.0,712.16,3,2011-12-07 12:41:00,2,0,Occasional Shopper
14089.0,161.0,1,2011-10-14 10:38:00,56,0,Occasional Shopper
14090.0,76.32000000000001,1,2011-01-19 10:51:00,324,3,Lost or Dormant
14093.0,416.78,1,2011-11-27 16:27:00,11,0,Occasional Shopper
14094.0,314.82,1,2010-09-26 11:58:00,439,3,Lost or Dormant
14095.0,2.95,1,2009-12-17 12:49:00,722,3,Lost or Dormant
14097.0,312.90999999999997,2,2010-08-15 14:20:00,480,3,Lost or Dormant
14098.0,144.42,1,2011-11-03 10:13:00,36,0,Occasional Shopper
14100.0,191.95000000000002,1,2011-07-25 11:01:00,137,0,Occasional Shopper
14102.0,1338.23,5,2011-12-04 15:38:00,4,2,Mid-Tier Customer
14104.0,633.5799999999999,5,2011-07-08 12:50:00,154,0,Occasional Shopper
14106.0,214.79999999999998,1,2009-12-02 14:09:00,736,3,Lost or Dormant
14107.0,4386.92,11,2011-10-19 12:12:00,51,1,Loyal High-Value
14108.0,934.6800000000001,4,2011-11-09 10:41:00,30,0,Occasional Shopper
14109.0,127.2,1,2011-09-28 10:18:00,72,0,Occasional Shopper
14111.0,692.85,4,2011-11-25 13:44:00,13,0,Occasional Shopper
14114.0,1193.51,7,2011-03-11 09:42:00,273,2,Mid-Tier Customer
14115.0,561.27,2,2010-07-26 12:36:00,501,3,Lost or Dormant
14116.0,1240.51,5,2011-11-20 10:29:00,19,2,Mid-Tier Customer
14117.0,90.0,1,2011-07-19 09:49:00,143,0,Occasional Shopper
14118.0,397.85,1,2010-10-07 11:59:00,428,3,Lost or Dormant
14119.0,146.89,2,2010-11-29 10:33:00,375,3,Lost or Dormant
14121.0,2578.45,4,2011-12-06 12:19:00,3,2,Mid-Tier Customer
14122.0,301.82,3,2010-10-29 15:11:00,405,3,Lost or Dormant
14123.0,333.18,1,2009-12-06 15:35:00,732,3,Lost or Dormant
14124.0,419.58000000000004,1,2011-09-16 13:32:00,83,0,Occasional Shopper
14125.0,2617.27,3,2011-11-29 12:47:00,10,2,Mid-Tier Customer
14126.0,1098.96,4,2011-12-02 11:45:00,7,0,Occasional Shopper
14127.0,1568.23,6,2011-08-09 10:49:00,122,2,Mid-Tier Customer
14128.0,891.51,3,2011-10-10 12:00:00,60,0,Occasional Shopper
14129.0,2591.34,9,2011-12-08 11:02:00,1,1,Loyal High-Value
14130.0,1592.94,4,2011-01-24 16:05:00,318,2,Mid-Tier Customer
14131.0,164.99,1,2010-03-01 11:59:00,648,3,Lost or Dormant
14132.0,3527.5299999999997,11,2011-12-07 13:35:00,1,1,Loyal High-Value
14133.0,845.64,4,2011-08-02 11:34:00,129,0,Occasional Shopper
14136.0,1375.66,5,2010-11-04 11:53:00,400,3,Lost or Dormant
14137.0,100.8,1,2010-01-13 12:30:00,695,3,Lost or Dormant
14138.0,982.3800000000001,2,2011-12-08 12:44:00,1,0,Occasional Shopper
14139.0,1086.8,4,2011-10-24 13:34:00,45,0,Occasional Shopper
14140.0,935.05,2,2011-12-06 09:05:00,3,0,Occasional Shopper
14141.0,915.13,4,2011-12-07 09:53:00,2,0,Occasional Shopper
14142.0,889.4,2,2010-12-01 16:33:00,372,3,Lost or Dormant
14143.0,115.8,1,2011-07-29 09:48:00,133,0,Occasional Shopper
14145.0,903.75,4,2011-10-24 12:10:00,46,0,Occasional Shopper
14147.0,1577.0,8,2011-09-22 18:10:00,77,2,Mid-Tier Customer
14148.0,435.69,2,2011-04-20 12:02:00,233,0,Occasional Shopper
14149.0,345.4,1,2011-05-03 09:44:00,220,0,Occasional Shopper
14150.0,633.5600000000001,2,2011-11-04 10:05:00,35,0,Occasional Shopper
14151.0,510.6,2,2010-02-04 15:35:00,672,3,Lost or Dormant
14152.0,1754.71,7,2011-09-25 12:54:00,74,2,Mid-Tier Customer
14153.0,222.9,1,2010-08-13 14:35:00,482,3,Lost or Dormant
14155.0,17.85,1,2011-03-18 14:13:00,265,0,Occasional Shopper
14157.0,929.28,5,2011-11-20 11:32:00,19,2,Mid-Tier Customer
14158.0,497.16,1,2011-10-30 15:08:00,39,0,Occasional Shopper
14161.0,2705.44,7,2011-05-08 11:41:00,215,2,Mid-Tier Customer
14162.0,271.96,2,2011-06-19 11:36:00,173,0,Occasional Shopper
14163.0,1600.5,5,2011-09-13 15:18:00,86,2,Mid-Tier Customer
14164.0,1616.77,2,2011-09-30 12:24:00,70,0,Occasional Shopper
14165.0,104.01,1,2011-03-09 12:39:00,275,0,Occasional Shopper
14166.0,213.0,2,2010-07-22 19:42:00,504,3,Lost or Dormant
14167.0,305.03999999999996,8,2011-10-31 14:29:00,38,2,Mid-Tier Customer
14168.0,370.45,2,2010-10-15 10:49:00,420,3,Lost or Dormant
14169.0,508.08,2,2010-10-05 08:45:00,430,3,Lost or Dormant
14170.0,535.53,3,2010-11-29 13:10:00,374,3,Lost or Dormant
14171.0,333.37,2,2011-09-02 16:43:00,97,0,Occasional Shopper
14172.0,207.26999999999998,2,2010-04-13 13:26:00,604,3,Lost or Dormant
14173.0,437.9,5,2011-11-29 11:54:00,10,0,Occasional Shopper
14174.0,125.21000000000001,1,2011-11-06 13:17:00,32,0,Occasional Shopper
14176.0,777.11,5,2011-02-15 13:12:00,296,2,Mid-Tier Customer
14177.0,1924.99,12,2011-09-14 15:11:00,85,1,Loyal High-Value
14178.0,1571.54,7,2011-12-01 12:01:00,8,2,Mid-Tier Customer
14179.0,692.28,2,2011-10-30 12:07:00,40,0,Occasional Shopper
14181.0,223.65,2,2010-10-25 08:27:00,410,3,Lost or Dormant
14182.0,657.1700000000001,4,2010-09-22 11:45:00,443,3,Lost or Dormant
14183.0,234.5,2,2010-10-24 14:45:00,410,3,Lost or Dormant
14184.0,452.89,1,2011-10-04 12:43:00,66,0,Occasional Shopper
14185.0,197.65,1,2011-01-12 13:52:00,330,3,Lost or Dormant
14186.0,1514.93,5,2010-10-08 13:30:00,426,3,Lost or Dormant
14187.0,95.45,1,2010-08-23 12:06:00,473,3,Lost or Dormant
14188.0,1817.66,6,2011-11-09 12:45:00,30,2,Mid-Tier Customer
14190.0,79.9,1,2010-02-11 14:27:00,665,3,Lost or Dormant
14191.0,3824.66,14,2011-12-08 09:23:00,1,1,Loyal High-Value
14192.0,237.64,1,2010-11-16 17:44:00,387,3,Lost or Dormant
14193.0,1006.34,3,2011-10-03 09:34:00,67,0,Occasional Shopper
14195.0,1711.2,5,2011-05-22 10:29:00,201,2,Mid-Tier Customer
14196.0,172.32,1,2011-08-25 10:25:00,106,0,Occasional Shopper
14197.0,337.65,1,2010-10-25 10:01:00,410,3,Lost or Dormant
14198.0,1387.83,9,2011-11-21 16:35:00,17,2,Mid-Tier Customer
14199.0,1091.7,4,2011-05-05 13:44:00,217,0,Occasional Shopper
14200.0,313.95,1,2010-04-01 13:01:00,616,3,Lost or Dormant
14201.0,1126.48,10,2011-10-10 13:27:00,59,2,Mid-Tier Customer
14202.0,847.76,3,2010-11-23 17:13:00,380,3,Lost or Dormant
14203.0,321.64,1,2010-11-07 13:35:00,396,3,Lost or Dormant
14204.0,815.26,4,2011-12-07 13:38:00,1,0,Occasional Shopper
14205.0,2307.2,9,2011-11-23 10:55:00,16,1,Loyal High-Value
14206.0,1185.01,3,2011-04-14 16:38:00,238,0,Occasional Shopper
14207.0,102.0,1,2010-01-21 09:33:00,687,3,Lost or Dormant
14208.0,534.05,2,2011-09-06 12:48:00,94,0,Occasional Shopper
14209.0,4025.32,15,2011-11-29 10:18:00,10,1,Loyal High-Value
14212.0,2190.14,2,2011-09-11 12:45:00,89,2,Mid-Tier Customer
14213.0,1192.2,1,2010-10-31 10:37:00,404,3,Lost or Dormant
14214.0,807.88,5,2011-11-09 10:31:00,30,2,Mid-Tier Customer
14215.0,3121.07,9,2011-11-28 12:19:00,11,1,Loyal High-Value
14216.0,1990.14,5,2011-12-06 14:56:00,2,2,Mid-Tier Customer
14218.0,103.06,1,2011-10-28 10:00:00,42,0,Occasional Shopper
14219.0,625.31,3,2011-12-05 16:23:00,3,0,Occasional Shopper
14220.0,1500.0,4,2011-04-06 13:23:00,246,2,Mid-Tier Customer
14222.0,604.97,1,2011-06-15 16:42:00,176,0,Occasional Shopper
14223.0,973.01,3,2011-09-08 13:38:00,91,0,Occasional Shopper
14224.0,1868.1299999999999,9,2011-08-21 13:24:00,109,2,Mid-Tier Customer
14225.0,1914.92,4,2010-10-01 10:32:00,434,3,Lost or Dormant
14226.0,2985.53,6,2011-11-11 11:34:00,28,2,Mid-Tier Customer
14228.0,643.26,3,2010-09-28 09:45:00,437,3,Lost or Dormant
14229.0,2573.7599999999998,7,2011-10-19 10:04:00,51,2,Mid-Tier Customer
14230.0,979.8000000000001,3,2010-09-30 09:07:00,435,3,Lost or Dormant
14231.0,1037.46,4,2011-06-09 11:05:00,183,0,Occasional Shopper
14232.0,1866.66,5,2011-10-28 11:09:00,42,2,Mid-Tier Customer
14233.0,2904.27,7,2011-10-21 15:54:00,48,1,Loyal High-Value
14234.0,736.38,4,2011-11-17 17:53:00,21,0,Occasional Shopper
14235.0,3690.09,9,2011-09-25 14:37:00,74,1,Loyal High-Value
14236.0,1685.95,5,2011-09-20 09:13:00,80,2,Mid-Tier Customer
14237.0,552.84,2,2010-12-01 13:20:00,372,3,Lost or Dormant
14238.0,401.73,3,2011-01-17 14:40:00,325,3,Lost or Dormant
14240.0,1128.39,3,2011-11-09 13:45:00,29,0,Occasional Shopper
14241.0,333.70000000000005,2,2011-06-09 11:46:00,183,0,Occasional Shopper
14242.0,204.85,2,2011-04-19 11:46:00,234,0,Occasional Shopper
14244.0,325.86,1,2010-02-17 11:40:00,660,3,Lost or Dormant
14245.0,1554.07,2,2011-05-04 08:40:00,219,0,Occasional Shopper
14246.0,1474.06,3,2011-08-21 11:50:00,110,2,Mid-Tier Customer
14247.0,662.46,5,2011-03-06 15:21:00,277,0,Occasional Shopper
14248.0,1015.95,3,2011-01-25 14:45:00,317,3,Lost or Dormant
14249.0,4680.96,11,2010-10-25 12:34:00,410,1,Loyal High-Value
14250.0,1904.05,3,2011-12-02 14:30:00,6,2,Mid-Tier Customer
14251.0,2879.7000000000003,5,2011-12-08 08:32:00,1,2,Mid-Tier Customer
14252.0,350.99,1,2010-11-23 13:36:00,380,3,Lost or Dormant
14253.0,186.55,2,2010-08-03 14:55:00,492,3,Lost or Dormant
14254.0,271.93,1,2010-10-03 11:52:00,432,3,Lost or Dormant
14256.0,2411.69,5,2011-03-24 13:17:00,259,2,Mid-Tier Customer
14259.0,89.1,1,2011-07-21 10:44:00,141,0,Occasional Shopper
14260.0,776.5799999999999,3,2010-08-25 14:55:00,470,3,Lost or Dormant
14261.0,1132.05,2,2011-10-20 10:04:00,50,0,Occasional Shopper
14262.0,2618.23,8,2011-12-01 14:17:00,7,1,Loyal High-Value
14263.0,271.78000000000003,1,2010-10-12 14:09:00,422,3,Lost or Dormant
14264.0,1383.26,6,2011-07-08 10:20:00,154,2,Mid-Tier Customer
14265.0,1184.35,4,2011-08-22 13:32:00,108,2,Mid-Tier Customer
14266.0,40.56,1,2010-10-07 13:32:00,427,3,Lost or Dormant
14267.0,1463.1399999999999,3,2011-06-30 10:09:00,162,2,Mid-Tier Customer
14268.0,324.25,1,2010-08-26 10:45:00,470,3,Lost or Dormant
14269.0,275.83,1,2010-09-26 12:53:00,438,3,Lost or Dormant
14270.0,492.65000000000003,1,2011-01-12 09:33:00,331,3,Lost or Dormant
14271.0,166.59,2,2011-04-28 12:47:00,225,0,Occasional Shopper
14272.0,818.77,4,2011-09-27 10:08:00,73,0,Occasional Shopper
14273.0,381.52,4,2011-10-19 13:20:00,50,0,Occasional Shopper
14274.0,246.7,1,2010-01-22 12:51:00,685,3,Lost or Dormant
14275.0,555.98,5,2010-11-09 09:06:00,395,3,Lost or Dormant
14276.0,1922.48,7,2011-09-02 09:45:00,98,2,Mid-Tier Customer
14278.0,199.23,1,2010-10-26 12:07:00,409,3,Lost or Dormant
14279.0,110.5,1,2010-01-27 16:34:00,680,3,Lost or Dormant
14280.0,129.0,1,2011-05-27 10:37:00,196,0,Occasional Shopper
14281.0,221.75,1,2010-10-27 14:45:00,407,3,Lost or Dormant
14283.0,576.03,4,2010-09-02 14:46:00,462,3,Lost or Dormant
14284.0,1118.9,3,2011-11-09 08:11:00,30,0,Occasional Shopper
14285.0,2749.02,7,2011-11-18 14:50:00,20,2,Mid-Tier Customer
14287.0,176.63,3,2011-12-01 13:25:00,7,0,Occasional Shopper
14288.0,426.6,1,2011-05-10 13:22:00,212,0,Occasional Shopper
14289.0,872.5600000000001,6,2011-12-01 11:44:00,8,2,Mid-Tier Customer
14290.0,3665.4,8,2011-11-28 14:02:00,10,1,Loyal High-Value
14293.0,2834.33,9,2011-12-06 15:17:00,2,1,Loyal High-Value
14294.0,357.64,1,2010-10-28 16:25:00,406,3,Lost or Dormant
14295.0,2133.01,4,2011-10-30 15:50:00,39,2,Mid-Tier Customer
14296.0,367.3,2,2010-10-14 14:14:00,420,3,Lost or Dormant
14297.0,1271.33,4,2011-11-22 09:06:00,17,2,Mid-Tier Customer
14300.0,43.2,1,2011-11-21 08:57:00,18,0,Occasional Shopper
14301.0,1668.78,4,2011-08-14 15:33:00,116,2,Mid-Tier Customer
14302.0,697.3000000000001,3,2010-10-05 08:10:00,430,3,Lost or Dormant
14303.0,262.64,2,2010-10-28 15:37:00,406,3,Lost or Dormant
14304.0,1644.6100000000001,3,2011-05-01 11:50:00,222,2,Mid-Tier Customer
14305.0,1766.26,3,2011-09-29 15:29:00,70,2,Mid-Tier Customer
14306.0,3151.4,6,2011-10-19 13:23:00,50,1,Loyal High-Value
14307.0,4525.45,10,2011-09-12 09:38:00,88,1,Loyal High-Value
14309.0,3577.89,11,2011-12-01 13:33:00,7,1,Loyal High-Value
14310.0,492.1,1,2010-10-03 12:34:00,432,3,Lost or Dormant
14311.0,340.65,2,2011-04-11 10:14:00,242,0,Occasional Shopper
14312.0,2820.84,11,2011-10-24 09:46:00,46,1,Loyal High-Value
14314.0,229.8,2,2011-08-25 10:39:00,106,0,Occasional Shopper
14315.0,2855.52,8,2011-10-26 12:06:00,44,1,Loyal High-Value
14316.0,1274.94,5,2010-10-13 16:31:00,421,3,Lost or Dormant
14317.0,508.58000000000004,1,2011-10-06 10:44:00,64,0,Occasional Shopper
14318.0,145.42000000000002,1,2010-09-05 15:32:00,459,3,Lost or Dormant
14319.0,459.45,1,2010-10-11 13:38:00,423,3,Lost or Dormant
14320.0,1121.35,5,2011-05-17 09:24:00,206,2,Mid-Tier Customer
14321.0,1985.09,7,2011-11-29 09:47:00,10,2,Mid-Tier Customer
14322.0,291.7,3,2010-10-06 15:17:00,428,3,Lost or Dormant
14323.0,598.34,2,2011-08-17 11:37:00,114,0,Occasional Shopper
14324.0,562.67,2,2010-10-26 11:44:00,409,3,Lost or Dormant
14325.0,217.70000000000002,1,2010-05-19 09:20:00,569,3,Lost or Dormant
14326.0,792.52,3,2011-04-11 15:04:00,241,0,Occasional Shopper
14327.0,1631.17,6,2011-06-29 13:58:00,162,2,Mid-Tier Customer
14330.0,118.88,1,2010-03-26 09:10:00,623,3,Lost or Dormant
14331.0,462.65999999999997,2,2011-08-07 13:17:00,123,0,Occasional Shopper
14332.0,1860.66,5,2011-11-17 11:54:00,22,2,Mid-Tier Customer
14333.0,415.2,1,2011-10-03 10:38:00,67,0,Occasional Shopper
14334.0,3857.97,12,2011-11-23 10:01:00,16,1,Loyal High-Value
14335.0,439.78,2,2011-11-23 13:41:00,15,0,Occasional Shopper
14336.0,1509.89,4,2011-11-23 11:40:00,16,2,Mid-Tier Customer
14338.0,875.9,3,2011-07-01 14:08:00,160,0,Occasional Shopper
14339.0,620.27,2,2011-04-11 11:06:00,242,0,Occasional Shopper
14340.0,134.7,1,2011-05-05 09:44:00,218,0,Occasional Shopper
14342.0,918.44,6,2011-11-18 13:21:00,20,2,Mid-Tier Customer
14343.0,855.63,4,2010-10-14 13:05:00,420,3,Lost or Dormant
14345.0,91.97999999999999,1,2011-11-01 09:51:00,38,0,Occasional Shopper
14346.0,1929.74,5,2011-08-11 09:47:00,120,2,Mid-Tier Customer
14347.0,64.9,1,2009-12-03 10:49:00,736,3,Lost or Dormant
14348.0,409.57,1,2011-03-24 16:23:00,259,0,Occasional Shopper
14349.0,121.45,1,2011-11-29 15:39:00,9,0,Occasional Shopper
14350.0,616.47,3,2011-03-10 14:14:00,273,0,Occasional Shopper
14351.0,51.0,1,2011-06-28 11:56:00,164,0,Occasional Shopper
14352.0,983.5600000000001,4,2011-07-05 15:41:00,156,0,Occasional Shopper
14353.0,356.59999999999997,3,2011-05-08 16:06:00,214,0,Occasional Shopper
14354.0,145.74,2,2011-12-04 11:32:00,5,0,Occasional Shopper
14355.0,964.35,3,2010-12-09 12:16:00,365,3,Lost or Dormant
14356.0,685.63,2,2011-09-21 09:18:00,79,0,Occasional Shopper
14357.0,215.63,1,2011-10-27 16:23:00,42,0,Occasional Shopper
14358.0,400.06,2,2010-11-15 15:51:00,388,3,Lost or Dormant
14359.0,897.18,3,2011-11-20 13:17:00,18,0,Occasional Shopper
14360.0,2128.23,4,2011-11-08 09:12:00,31,2,Mid-Tier Customer
14361.0,194.31,1,2010-05-10 12:29:00,578,3,Lost or Dormant
14362.0,161.2,1,2011-11-17 15:08:00,21,0,Occasional Shopper
14363.0,227.47000000000003,2,2010-11-02 17:01:00,401,3,Lost or Dormant
14364.0,3323.1,8,2011-08-23 11:01:00,108,1,Loyal High-Value
14365.0,548.04,2,2010-11-10 09:52:00,394,3,Lost or Dormant
14366.0,136.0,1,2010-07-02 17:23:00,524,3,Lost or Dormant
14368.0,155.0,1,2011-01-24 09:52:00,319,3,Lost or Dormant
14369.0,306.89,2,2010-03-07 15:47:00,641,3,Lost or Dormant
14370.0,1043.93,6,2010-09-15 10:53:00,450,3,Lost or Dormant
14371.0,100.5,1,2011-02-17 16:35:00,294,3,Lost or Dormant
14372.0,835.0,2,2010-09-22 16:17:00,442,3,Lost or Dormant
14373.0,76.55,1,2010-12-16 15:40:00,357,3,Lost or Dormant
14374.0,92.1,1,2010-06-16 14:25:00,540,3,Lost or Dormant
14375.0,1023.48,3,2011-06-07 13:44:00,184,0,Occasional Shopper
14376.0,82.71000000000001,1,2010-01-25 15:36:00,682,3,Lost or Dormant
14377.0,581.65,2,2011-06-01 13:32:00,190,0,Occasional Shopper
14378.0,108.0,1,2010-03-28 12:22:00,621,3,Lost or Dormant
14379.0,1091.76,4,2011-10-26 16:43:00,43,0,Occasional Shopper
14381.0,483.02,2,2011-10-18 17:10:00,51,0,Occasional Shopper
14382.0,1000.46,2,2011-11-13 16:18:00,25,0,Occasional Shopper
14383.0,1170.41,3,2011-11-01 15:53:00,37,0,Occasional Shopper
14384.0,39.0,1,2010-07-27 09:53:00,500,3,Lost or Dormant
14385.0,192.75,3,2011-11-30 15:36:00,8,0,Occasional Shopper
14386.0,142.4,1,2011-02-16 09:45:00,296,3,Lost or Dormant
14387.0,1483.23,3,2011-11-07 12:29:00,32,2,Mid-Tier Customer
14389.0,1653.6100000000001,5,2011-10-05 15:17:00,64,2,Mid-Tier Customer
14391.0,125.39999999999999,1,2010-05-12 09:42:00,576,3,Lost or Dormant
14392.0,251.39999999999998,1,2010-10-03 12:56:00,431,3,Lost or Dormant
14393.0,67.95,1,2011-05-05 18:16:00,217,0,Occasional Shopper
14394.0,93.8,1,2010-05-24 10:43:00,564,3,Lost or Dormant
14396.0,1715.23,7,2011-10-05 16:09:00,64,2,Mid-Tier Customer
14398.0,506.41,2,2010-11-03 13:46:00,400,3,Lost or Dormant
14399.0,1620.76,8,2010-11-10 13:23:00,393,2,Mid-Tier Customer
14400.0,1665.8700000000001,3,2011-07-13 15:50:00,148,2,Mid-Tier Customer
14402.0,285.6,1,2010-02-25 13:20:00,651,3,Lost or Dormant
14403.0,1710.05,6,2011-08-01 12:57:00,129,2,Mid-Tier Customer
14404.0,2691.74,13,2011-11-06 12:30:00,33,1,Loyal High-Value
14406.0,118.25,1,2011-08-12 16:54:00,118,0,Occasional Shopper
14407.0,1977.8500000000001,5,2011-08-24 14:02:00,106,2,Mid-Tier Customer
14408.0,4064.8,11,2011-11-29 11:41:00,10,1,Loyal High-Value
14409.0,3233.69,9,2011-09-29 18:18:00,70,1,Loyal High-Value
14410.0,2273.81,11,2011-09-08 15:08:00,91,1,Loyal High-Value
14411.0,1063.0,1,2011-02-02 10:56:00,310,3,Lost or Dormant
14412.0,1311.11,3,2011-10-28 10:45:00,42,0,Occasional Shopper
14413.0,417.22,3,2010-12-12 13:37:00,361,3,Lost or Dormant
14414.0,1750.12,8,2011-09-09 12:09:00,91,2,Mid-Tier Customer
14416.0,490.22,2,2011-11-17 15:22:00,21,0,Occasional Shopper
14417.0,506.45,1,2010-11-17 10:55:00,387,3,Lost or Dormant
14418.0,1826.28,3,2011-12-06 11:39:00,3,2,Mid-Tier Customer
14419.0,1170.01,7,2011-11-29 11:22:00,10,2,Mid-Tier Customer
14420.0,1611.27,4,2011-09-01 18:07:00,98,2,Mid-Tier Customer
14421.0,2228.02,5,2011-10-13 13:24:00,56,2,Mid-Tier Customer
14423.0,243.65,2,2011-05-05 15:12:00,217,0,Occasional Shopper
14424.0,322.08,1,2011-11-22 11:48:00,17,0,Occasional Shopper
14425.0,574.69,3,2010-10-01 10:24:00,434,3,Lost or Dormant
14427.0,1250.32,4,2011-10-20 14:23:00,49,2,Mid-Tier Customer
14428.0,1183.94,5,2011-12-02 13:17:00,6,2,Mid-Tier Customer
14429.0,448.78000000000003,1,2010-11-01 10:08:00,403,3,Lost or Dormant
14430.0,601.7,3,2010-07-16 11:35:00,511,3,Lost or Dormant
14431.0,2338.8,4,2011-02-10 10:40:00,302,2,Mid-Tier Customer
14432.0,1703.95,6,2011-11-30 08:04:00,9,2,Mid-Tier Customer
14433.0,275.2,1,2010-08-31 12:35:00,465,3,Lost or Dormant
14434.0,1372.8,6,2011-11-18 08:56:00,21,2,Mid-Tier Customer
